"","date","observed_cumulative_cases","Cumulative_Resolved_Cases_by_Ep","observed_active_cases","observed_cumulative_deaths","observed_new_cases","observed_daily_average_cases","observed_new_episodes","observed_new_cases_community_outbreak","Daily_Cases_Linked_to_a_School_","observed_new_cases_institution_outbreak","observed_new_cases_sporadic","observed_new_ICU_p_acute_care","observed_census_ICU_p_acute_care","observed_census_ICU","Cumulative_Rate_for_0_9_Years__","Cumulative_Rate_for_10_19_Years","Cumulative_Rate_for_20_29_Years","Cumulative_Rate_for_30_39_Years","Cumulative_Rate_for_40_49_Years","Cumulative_Rate_for_50_59_Years","Cumulative_Rate_for_60_69_Years","Cumulative_Rate_for_70_79_Years","Cumulative_Rate_for_80_89_Years","Cumulative_Rate_for_90_Years_an","Cumulative_Rate_for_Males__per_","Cumulative_Rate_for_Females__pe","Source_of_Infection_is_a_Close_","Source_of_Infection_is_an_Outbr","Source_of_Infection_is_Travel_b","Number_of_Cases_with_Missing_In","Number_of_Cases_with_No_Known_E","F__No_Known_Epidemiological_Lin","ObjectId","observed_census_acute_care","observed_new_deaths","cumulative_hosp","observed_new_community_cases","num_non_ltch_tests","non_ltch_pct_positivity","7-Day_Average_of_%_Positivity,_Excluding_LTCH","num_ltch_tests","ltch_pct_positivity","7-Day_Average_of_LTCH_%_Positivity","observed_pct_positivity","pct_positivity_7_day","adjusted_new_episodes","adjusted_active_cases","adjusted_episode_cases"
"305",2020-12-30,10505,"9040",1084,"381","88","70.4",137,12,0,10,115,3,13,5,"672.4","1080.9","1374.2","967.9","1002","874.1",477.5,"688.5","1721.3","4614.8","938.5",1070.5,91,21,0,0,25,"18.592528236316248",75,8,0,583,127,3500,0.000417142857142857,0.0364350665143112,40,0,0.013119454000913,0.0412429378531073,0.035704631670317,137.110760584685,1084.94538955747,137
"306",2020-12-31,10630,"9078",1171,"381","147","84.4",125,0,0,9,116,2,13,5,"683.6","1091","1390.4","984.7","1013.8","883.3",484.2,"692.5","1730.4","4661.5","952.2",1080.7,93,9,1,0,22,"18.482647296206618",76,8,0,585,116,2629,0.000460251046025105,0.0388150106657074,288,6.94444444444444e-05,0.0109718000675447,0.0421666095303394,0.0375814288847899,125.103432875013,1172.04413704,125
"307",2021-01-01,10747,"9139",1226,"382","87","90.1",117,0,1,5,111,2,13,6,"689.3","1105.3","1405.4","998.2","1030.1","892.4",489,"700.6","1733.4","4661.5","964.1",1091.2,84,7,3,0,23,"18.022813688212928",77,7,1,587,111,609,0.000640394088669951,0.044823780221275,261,3.83141762452107e-05,0.0115191454424763,0.0459770114942529,0.0415521707865663,116.107918435924,1227.19196398597,117
"308",2021-01-02,10860,"9191",1287,"382","134","95.7",113,2,2,8,101,2,15,6,"694","1117.1","1422.2","1008.3","1045.6","904.4",492,"706","1745.5","4673.1","972.7",1104.2,75,12,3,0,23,"18.142548596112313",78,9,0,589,103,1359,0.000662251655629139,0.0472482708240793,113,0.000353982300884956,0.0165760354551186,0.0638586956521739,0.043716486296181,111.139087849781,1288.73792293852,113
"309",2021-01-03,10983,"9286",1314,"383","106","105.6",123,0,0,5,118,4,19,5,"710","1131.4","1439.1","1019.7","1058.2","915.7",495.6,"710.1","1754.7","4673.1","984",1116.5,88,5,1,0,29,"18.596730245231608",79,14,1,593,118,1290,0.000697674418604651,0.0524253772622882,161,6.2111801242236e-05,0.00986456270690734,0.0627153687112336,0.0477060332198478,123.156490476202,1315.74261428585,123
"310",2021-01-04,11158,"9349",1426,"383","117","113",175,4,1,30,140,5,21,8,"721.3","1149.9","1465.9","1040.6","1072.3","930.5",499.8,"712.8","1778.9","4789.7","1001.1",1132.7,109,32,4,0,30,"18.176020408163264",80,13,0,598,144,4254,0.000432534085566526,0.0519103313978421,207,9.66183574879227e-05,0.00886387257578242,0.0416946872898454,0.0470563064660437,174.126962404269,1427.25728047561,175
"311",2021-01-05,11299,"9415",1499,"385","105","112",141,2,0,19,120,6,23,8,"736.3","1168.4","1487.8","1050","1087.8","939",506.4,"718.2","1791.1","4813","1016",1144.9,92,21,4,2,22,"17.169230769230769",81,15,2,604,122,3467,0.000449956734929334,0.0537172126652509,91,0,0.00886387257578242,0.0438448566610456,0.0487857381702854,141.11311245025,1500.38979969611,141
"312",2021-01-06,11482,"9504",1593,"385","132","118.3",183,11,1,42,129,7,28,7,"750.4","1183.5","1511.5","1068.8","1111.5","956.6",514.2,"729","1803.2","4836.3","1036.4",1159.6,97,55,3,0,28,"17.096018735362996",82,21,0,611,140,3513,0.000509536009109024,0.0550371148361961,76,0,0.00886387257578242,0.0498746168849262,0.050018835174831,182.147652067735,1594.6800695993,183
"313",2021-01-07,11600,"9585",1630,"385","186","123.9",118,2,1,7,108,6,32,9,"761.7","1197.8","1536.5","1075.6","1120.3","967.2",518.4,"733","1809.3","4836.3","1049.5",1169.3,80,10,1,0,27,"17.418617932609937",83,23,0,617,110,2645,0.000412098298676749,0.0543492184455053,231,4.32900432900433e-05,0.00849023827357669,0.0382475660639778,0.0494589718224936,117.088966890871,1631.31832756473,118
"314",2021-01-08,11729,"9685",1659,"385","185","137.9",129,6,1,13,109,0,30,11,"773.9","1209.6","1554.6","1083.7","1133.6","985.5",522,"735.7","1830.5","4859.6","1060.8",1182.6,80,19,1,2,27,"17.575757575757574",84,19,0,617,115,2472,0.000505663430420712,0.0524244947562305,144,0,0.00794289289864511,0.047782874617737,0.0497169522687056,128.116198905839,1660.67629551988,130
"315",2021-01-09,11827,"9772",1668,"387","155","140.9",98,6,0,2,90,4,30,11,"780.5","1225.6","1570.2","1093.8","1141","996.1",523.2,"742.5","1830.5","4859.6","1070.4",1191.9,69,7,2,1,19,"17.902251510159253",85,19,2,621,96,1181,0.000474174428450466,0.0497376772251066,184,0,0.00288600288600289,0.041025641025641,0.0464550873220581,98.0832834166629,1669.44704936452,98
"316",2021-01-10,11920,"9880",1653,"387","114","142",93,5,2,3,83,5,34,11,"788","1244.9","1586.4","1101.2","1148.4","1001.7",526.2,"743.8","1833.6","4859.6","1080.9",1199.2,71,9,1,0,12,"17.793791574279378",86,23,0,626,88,1115,0.000582959641255605,0.0480988946915488,47,0,0.00199869143968523,0.0559380378657487,0.0454868972012745,91.1040930720044,1654.95529372754,92
"317",2021-01-11,12084,"9991",1706,"387","65","134.6",164,2,2,25,135,3,34,13,"802.1","1271","1605.8","1116","1160.3","1012.3",532.2,"751.9","1867","4941.1","1097.7",1213.9,102,34,5,0,23,"17.909635274904737",87,21,0,629,137,3831,0.000485512920908379,0.0488557351964324,369,2.710027100271e-05,0.0010055759184679,0.0445238095238095,0.0458910575204123,162.128986663269,1707.60621348567,164
"318",2021-01-12,12224,"10102",1734,"388","161","142.6",140,1,2,22,115,4,35,13,"814.4","1295.4","1626.4","1130.1","1174.3","1018.6",534.6,"754.6","1888.2","4976.1","1110.2",1228.2,87,28,4,0,21,"17.834051724137932",88,22,1,633,116,3427,0.000402684563758389,0.0481804184654189,133,0,0.0010055759184679,0.0387640449438202,0.0451652272750943,138.095086530796,1735.4213796931,140
"319",2021-01-13,12312,"10198",1722,"392","173","148.4",88,0,4,9,75,3,35,11,"824.7","1308","1633.3","1140.2","1184.7","1031.3",536.4,"756","1888.2","4976.1","1119.3",1236,61,11,2,0,14,"17.708909795240729",89,24,4,636,75,3395,0.0003240058910162,0.04552998820695,96,0,0.0010055759184679,0.0315095961042681,0.0425416528778575,84.0499730693496,1723.14738167227,88
"320",2021-01-14,12403,"10302",1709,"392","128","140.1",91,2,1,14,74,9,41,10,"836","1322.3","1643.2","1151.6","1193.5","1039.8",538.2,"756","1891.3","4987.8","1127.9",1244.8,67,16,1,0,7,"17.202481669486748",90,31,0,645,76,2659,0.000409928544565626,0.0454989917196483,158,6.32911392405063e-05,0.00129130586061738,0.0390486332978346,0.0426560910541227,90.0627554365996,1710.41117159406,92
"321",2021-01-15,12497,"10424",1679,"394","144","134.3",94,6,2,7,79,5,41,11,"840.7","1329.9","1660.1","1161.7","1204.6","1048.2",540.6,"760","1903.4","4987.8","1136.3",1254.5,61,15,1,0,17,"17.085714285714285",91,30,2,650,85,2197,0.000427856167501138,0.0443874593922258,204,0,0.00129130586061738,0.0391503540191587,0.0414228738257544,92.0703698368582,1680.39001124806,94
"322",2021-01-16,12558,"10531",1632,"395","119","129.1",61,0,2,0,59,2,39,9,"845.4","1340","1667.6","1171.2","1209.8","1052.5",542.4,"762.7","1903.4","4987.8","1141.4",1261,42,5,2,0,12,"16.96113074204947",92,30,1,652,59,1016,0.000374015748031496,0.0429566211005262,126,0.000158730158730159,0.0035588795567625,0.0350262697022767,0.0405658207795595,59.0436996364523,1633.20877638458,62
"323",2021-01-17,12638,"10668",1573,"397","72","123.1",80,2,3,3,72,2,39,9,"852.9","1346.7","1680.1","1180.6","1214.2","1058.1",547.2,"768.1","1909.5","5011.1","1148.2",1269.5,56,9,1,0,14,"16.495468277945619",93,30,2,654,74,865,0.000554913294797688,0.0425559590082702,21,0,0.0035588795567625,0.054176072234763,0.0403141114037044,77.0847756562109,1574.80205550297,80
"324",2021-01-18,12758,"10767",1593,"398","63","122.9",120,2,2,45,71,7,43,10,"857.6","1350.1","1700.1","1196.1","1226.8","1072.9",553.2,"769.5","1921.6","5046","1162.5",1278.4,59,47,1,0,13,"16",94,33,1,661,73,4133,0.000331478345027825,0.0403554650671195,296,0,0.00317173282815236,0.0309324904041545,0.0383724943866108,118.047749592752,1594.04198768842,121
"325",2021-01-19,12832,"10890",1537,"405","80","111.3",74,3,0,24,47,8,45,9,"863.3","1354.3","1708.8","1202.1","1232","1082.1",558.6,"776.2","1930.7","5081","1170.1",1285,36,28,1,0,9,"15.851272015655576",95,36,7,669,50,2880,0.000260416666666667,0.0383230665372377,108,0,0.00317173282815236,0.0251004016064257,0.0364205453384116,74.0265388805372,1537.81580518771,74
"326",2021-01-20,12893,"10992",1496,"405","166","110.3",61,1,2,8,50,2,37,7,"867","1358.5","1714.4","1207.5","1235.7","1093.3",564,"777.6","1939.8","5092.6","1176.3",1290.5,34,15,1,0,11,"16.017009213323885",96,30,0,671,51,3161,0.000211958241062955,0.0367223858236199,14,0,0.00317173282815236,0.0211023622047244,0.0349337976384768,59.0227579518429,1496.66756658739,61
"327",2021-01-21,12964,"11094",1463,"407","81","103.6",71,1,1,9,60,3,37,7,"874.5","1366.9","1723.2","1214.9","1240.9","1096.9",567,"783","1952","5127.6","1182.2",1298.2,42,13,3,0,13,"15.542521994134898",97,30,2,674,61,2489,0.000377661711530735,0.0362614310659786,137,0,0.00226757369614512,0.0357958872810358,0.034469119636077,70.0461737228443,1464.10741240199,71
"328",2021-01-22,13045,"11201",1436,"408","95","96.6",81,1,1,4,75,5,37,6,"888.6","1376.1","1734.4","1221","1247.5","1099",568.8,"793.8","1961.1","5150.9","1191.9",1304,57,5,1,0,18,"15.425531914893616",98,31,1,679,76,1854,0.00040453074433657,0.0359282107350562,369,0,0.00226757369614512,0.0337381916329285,0.0336959535809012,80.0542209743899,1437.02449104242,81
"329",2021-01-23,13093,"11316",1369,"408","84","91.6",48,1,3,4,40,4,39,9,"897.1","1382","1740","1223","1252","1103.2",570,"796.5","1973.2","5150.9","1196",1309.1,28,10,0,0,10,"15.323854660347552",99,30,0,683,41,947,0.000359028511087645,0.0357141073501441,34,0,0,0.0346585117227319,0.0336434167266805,45.0300487002414,1370.00333343001,48
"330",2021-01-24,13139,"11443",1287,"409","43","87.4",46,2,0,9,35,3,38,8,"900.9","1387.1","1745","1229","1256.4","1108.2",570,"799.2","1982.3","5162.6","1200.9",1313.1,30,13,1,0,2,"15.09433962264151",100,30,1,686,37,830,0.00036144578313253,0.0329502857549275,24,0,0,0.0351288056206089,0.0309223786389442,46.0274850817487,1287.95603514083,46
"331",2021-01-25,13202,"11565",1228,"409","29","82.6",63,1,1,18,43,4,39,7,"906.5","1390.4","1755.6","1236.4","1261.6","1114.5",573.7,"801.9","1985.4","5162.6","1208.3",1317.8,38,18,1,0,6,"14.937388193202148",301,32,0,690,44,3995,0.000197747183979975,0.0310398405971011,82,0,0,0.0193769928869267,0.0292715932793403,62.0180289727059,1228.50317223825,63
"332",2021-01-26,13265,"11688",1167,"410","74","81.7",63,1,2,19,41,8,40,5,"912.2","1394.6","1763.7","1243.2","1266.7","1121.5",578.5,"804.6","1991.4","5162.6","1215.1",1323.1,28,20,4,2,9,"14.8895292987512",302,35,1,698,42,2890,0.000221453287197232,0.0304832208903949,154,6.49350649350649e-05,0.000927643784786642,0.021353482260184,0.02873631908702,61.0189648723499,1167.52695252458,63
"333",2021-01-27,13343,"11802",1129,"412","80","69.4",78,1,1,26,50,1,30,4,"916.9","1400.5","1773.7","1251.3","1273.4","1130",582.1,"810","2009.7","5174.2","1224.9",1328.3,42,29,0,0,7,"14.354995150339475",303,26,2,699,51,3316,0.00017189384800965,0.0299108724182048,126,0.000476190476190476,0.00773036487322202,0.0183033120278907,0.0283364547760438,77.0197393016789,1129.43697395285,78
"334",2021-01-28,13381,"11900",1069,"412","66","67.3",38,1,1,3,33,3,30,5,"920.6","1403","1780","1256","1277.8","1132.8",583.9,"810","2012.7","5174.2","1230.3",1330.2,20,3,4,0,11,"15.541922290388548",304,25,0,702,34,2306,0.000169124024284475,0.0269317626004011,104,0,0.00773036487322202,0.0161825726141079,0.0255345526807684,37.0116347861809,1069.36581136551,38
"335",2021-01-29,13411,"12031",968,"412","73","64.1",30,1,0,2,27,3,31,4,"922.5","1404.7","1785","1257.3","1282.3","1134.2",585.7,"814","2018.8","5174.2","1233.1",1333.2,20,3,0,1,6,"15.426695842450766",305,27,0,705,28,1818,0.000225522552255226,0.0243745027135248,211,0,0.00773036487322202,0.0202069985214392,0.0236015250934127,30.0119644231907,968.413627201734,30
"336",2021-01-30,13430,"12146",871,"413","42","58.1",19,1,0,6,12,2,33,5,"923.4","1404.7","1786.2","1260","1285.2","1135.6",587.5,"815.4","2024.8","5174.2","1234.2",1335.7,10,7,0,0,2,"15.022935779816512",306,28,1,707,13,881,0.000227014755959137,0.0224885919259746,11,0,0.00773036487322202,0.0224215246636771,0.0218533840849763,19.0061636847569,871.412966878711,19
"337",2021-01-31,13473,"12246",813,"414","25","55.6",43,3,0,5,35,4,32,6,"928.1","1406.4","1792.5","1266.1","1288.9","1139.2",588.7,"816.7","2037","5174.2","1239.1",1339.1,30,8,1,0,4,"14.491017964071856",307,26,1,711,38,753,0.000385126162018592,0.0228268830529184,28,0,0.00773036487322202,0.0371318822023047,0.0221395378823615,43.029837503679,813.638365539238,43
"338",2021-02-01,13513,"12376",723,"414","26","55.1",40,6,2,7,25,4,29,5,"929.1","1408.9","1798.1","1268.1","1298.5","1142.7",590.5,"819.4","2040","5174.2","1244",1341.9,21,15,1,1,2,"14.569536423841059",308,24,0,715,31,3696,0.000162337662337662,0.0223210327437425,129,0.000232558139534884,0.0110526240094346,0.0164705882352941,0.0217243372178425,38.0107969907356,723.251813687156,40
"339",2021-02-02,13555,"12481",659,"415","59","53",42,4,2,5,31,3,27,5,"932.8","1412.3","1806.8","1272.1","1301.5","1146.9",592.3,"819.4","2043","5174.2","1248.9",1345.1,28,8,4,0,2,"14.246196403872752",309,22,1,718,35,3224,0.000145781637717122,0.0212400091797409,63,0,0.010124980224648,0.0142987526620019,0.0207165187038165,40.0105827399209,659.19925787451,42
"340",2021-02-03,13618,"12559",644,"415","54","49.3",63,5,1,21,36,2,26,4,"937.5","1419","1816.2","1278.8","1311.1","1150.4",592.9,"826.2","2046.1","5174.2","1257.3",1348.9,28,25,3,0,7,"13.655172413793103",310,22,0,720,41,3185,0.000163265306122449,0.021116744295638,22,0,0.00332225913621262,0.016214530714063,0.0204181213732697,62.0140578907969,644.220811748127,63
"341",2021-02-04,13700,"12639",646,"415","51","47.1",82,3,3,43,33,2,25,5,"943.2","1422.4","1826.2","1290.3","1318.5","1161.7",598.9,"830.2","2046.1","5174.2","1267",1354.7,25,52,0,0,5,"12.364130434782608",311,20,0,722,36,2389,0.00019673503557974,0.0215111873141418,106,0,0.00332225913621262,0.0188376753507014,0.0207974217642116,79.0143404154631,646.257330788588,82
"342",2021-02-05,13758,"12696",646,"416","72","47",58,1,1,8,48,2,21,5,"946","1428.3","1833.7","1299","1322.2","1168.1",601.9,"831.6","2052.2","5185.9","1272.7",1360.2,35,12,1,0,10,"11.640953716690042",312,16,1,724,49,2133,0.000201593999062353,0.0211693508399579,259,0.000115830115830116,0.00497697507664285,0.0192307692307692,0.020657960436973,57.0199262080883,646.262700620919,58
"343",2021-02-06,13783,"12752",615,"416","61","49.7",25,2,1,3,19,3,21,6,"948.8","1429.1","1836.2","1300.4","1325.9","1173",602.5,"832.9","2055.2","5185.9","1275.2",1362.5,11,6,1,0,7,"11.594202898550725",313,15,0,727,21,1044,0.000296934865900383,0.0221682095534043,90,0,0.00497697507664285,0.027336860670194,0.0213601512950469,24.0121394737106,615.355513158669,25
"344",2021-02-07,13808,"12820",570,"418","33","50.9",25,1,3,2,19,3,23,4,"950.7","1430.8","1838.7","1302.4","1329.6","1176.5",603.7,"834.3","2058.2","5185.9","1277.4",1365.1,12,6,0,0,7,"12.705530642750373",314,19,2,730,20,880,0.00025,0.0202378358102816,26,0.000384615384615385,0.0104714805711483,0.0253863134657837,0.0196822129041153,22.0107364710878,570.305989426003,25
"345",2021-02-08,13855,"12868",567,"420","24","50.6",47,1,1,7,38,2,21,5,"957.3","1435.9","1845.5","1307.8","1336.3","1179.3",604.9,"834.3","2058.2","5185.9","1282.8",1368.7,26,13,0,0,8,"13.323124042879019",315,16,2,732,39,3710,0.000118598382749326,0.0196129889590196,24,0,0.00714922143493572,0.0117836100696304,0.0190126445947348,46.0097179552493,567.141284118624,47
"346",2021-02-09,13910,"12905",585,"420","43","48.3",55,5,3,8,39,0,19,2,"962","1440.9","1853","1316.5","1341.4","1182.2",606.7,"839.7","2061.3","5185.9","1287.5",1374.5,30,13,1,0,11,"13.798449612403102",316,17,0,732,44,2903,0.000127454357561144,0.0193511706710771,17,0,0.00714922143493572,0.0126712328767124,0.0187801417682649,52.011789719541,585.156749680261,55
"347",2021-02-10,13967,"12945",601,"421","40","46.3",57,0,1,6,50,3,20,4,"972.3","1449.3","1861.1","1321.3","1344.4","1184.3",610.9,"841","2064.3","5185.9","1291.4",1381.5,38,8,1,0,10,"14.743589743589745",317,16,1,735,50,3396,0.000147232037691402,0.019122123979205,29,0,0.00714922143493572,0.0145985401459854,0.0185492859728252,56.015435167892,601.185530718062,57
"348",2021-02-11,14027,"12978",627,"422","51","46.3",60,1,2,11,46,1,16,3,"975.2","1453.5","1868.6","1328.7","1348.8","1192.7",613.3,"846.4","2073.4","5185.9","1298",1386.4,37,13,2,0,8,"13.777089783281735",318,13,1,736,47,2354,0.00022090059473237,0.019467346252814,150,0,0.00714922143493572,0.0207667731629393,0.0188248713745735,58.020639482408,627.275339478081,60
"349",2021-02-12,14078,"13025",629,"424","52","43.4",51,1,2,7,41,3,16,2,"977","1461.1","1876.1","1331.3","1351.8","1199.8",615.1,"853.2","2079.5","5185.9","1303.1",1391.1,34,8,1,0,8,"13.6431784107946",319,14,2,739,42,2135,0.00024824355971897,0.0201337685479085,46,0.000217391304347826,0.0086000955566173,0.0247592847317745,0.0196146593032885,49.0219897002601,629.32932193961,51
"350",2021-02-13,14112,"13059",629,"424","46","41.3",34,0,1,3,30,6,21,2,"979.9","1463.6","1882.4","1334.7","1355.5","1202.6",616.9,"854.5","2079.5","5185.9","1306.8",1393.9,22,6,2,0,4,"13.636363636363635",320,19,0,745,30,959,0.000250260688216893,0.0194669945810015,11,0,0.0086000955566173,0.0247422680412371,0.0192440032134375,33.0156961336172,629.329095601507,32
"351",2021-02-14,14153,"13123",604,"426","48","43.4",41,0,2,4,35,4,21,2,"982.7","1469.5","1889.2","1337.4","1357","1206.1",618.7,"857.2","2085.5","5209.2","1311.1",1397.5,28,7,0,0,6,"13.970588235294118",321,19,2,749,35,830,0.000301204819277108,0.0201984919992459,33,0.000303030303030303,0.00743459439111613,0.030127462340672,0.0199213101955644,39.0222978259687,604.384796768146,41
"352",2021-02-15,14215,"13161",627,"427","34","44.9",62,2,1,8,51,4,23,2,"986.4","1476.2","1902.3","1343.5","1361.4","1212.5",619.9,"857.2","2091.6","5220.8","1318.1",1402.4,37,11,1,0,13,"15.0997150997151",322,21,1,753,53,2089,0.000296792723791288,0.0227441254427025,27,0,0.00743459439111613,0.0293005671077505,0.0224237326295816,61.0328385385254,627.388486106706,62
"353",2021-02-16,14266,"13217",622,"427","61","47.4",51,3,3,13,32,3,24,2,"991.1","1482.1","1911.7","1348.2","1367.3","1217.4",620.5,"857.2","2091.6","5232.5","1323.6",1406.8,25,17,1,0,8,"15.752461322081576",323,22,0,756,35,3116,0.000147625160462131,0.0230322797698594,143,0,0.00743459439111613,0.0141147591285671,0.0226299506655608,48.0104465633076,622.185650353638,51
"354",2021-02-17,14323,"13258",638,"427","49","48.7",57,5,2,6,44,2,25,2,"999.6","1489.7","1921.7","1352.9","1368.8","1220.9",622.9,"858.6","2100.7","5244.1","1330",1411.1,35,12,1,1,8,"16.028368794326241",324,23,0,758,49,2942,0.000207341944255608,0.0238909927207767,99,0,0.00743459439111613,0.0200591910555738,0.0234100436526449,55.0207845879829,638.270623819043,57
"355",2021-02-18,14395,"13315",653,"427","68","51.1",72,3,4,12,53,3,26,3,"1006.2","1499.8","1932.9","1361","1374.7","1226.6",624.1,"861.3","2103.8","5267.5","1337.4",1417.5,38,20,0,0,14,"17.553956834532375",325,23,0,761,56,2407,0.000186954715413378,0.0234060515876482,74,0.000135135135135135,0.00936509632161806,0.0185409109230149,0.0230920633326557,68.0219558886381,653.256021344298,72
"356",2021-02-19,14449,"13364",657,"428","58","52",54,3,3,15,33,1,26,3,"1009.9","1505.7","1941.1","1364.3","1379.2","1229.4",627.7,"864","2106.8","5337.4","1341.5",1423.7,26,20,0,0,8,"17.366136034732271",326,23,1,762,36,2416,0.000306291390728477,0.0242353063163555,21,0,0.00625950625950626,0.0303652031185884,0.0238929088164863,51.023115889845,657.421864989671,54
"357",2021-02-20,14498,"13434",636,"428","67","55",49,0,1,3,45,4,26,3,"1014.7","1510.7","1949.2","1368.4","1384.3","1237.2",627.7,"865.3","2106.8","5337.4","1346.6",1428.1,32,4,4,0,9,"17.062937062937063",327,23,0,766,45,1247,0.00028869286287089,0.0247843373828411,9,0,0.00625950625950626,0.0286624203821656,0.0244529305794761,48.0272745315442,636.385480045825,49
"358",2021-02-21,14540,"13486",626,"428","53","55.7",42,0,2,7,33,2,24,4,"1018.4","1513.2","1954.8","1374.4","1387.3","1242.1",630.7,"865.3","2106.8","5349","1349.3",1433.3,20,8,2,0,12,"17.349726775956285",328,20,0,768,33,1101,0.000199818346957312,0.023335959206844,41,0,0.00193050193050193,0.0192644483362522,0.0229010714359875,40.0134431932476,626.255013302212,42
"359",2021-02-22,14605,"13536",641,"428","32","55.4",65,0,0,11,54,1,23,6,"1024.1","1520.8","1964.2","1381.2","1392.5","1247.7",634.3,"868","2109.8","5360.7","1354.8",1440.3,38,14,2,0,11,"17.333333333333336",329,17,0,769,54,3434,0.000145602795573675,0.0211761030894496,26,0,0.00193050193050193,0.0144508670520231,0.0207796857137407,65.0165013543447,641.195877187684,65
"360",2021-02-23,14660,"13585",647,"428","47","53.4",55,0,1,7,47,4,26,6,"1025.9","1526.7","1974.8","1386.5","1397.6","1252.7",634.3,"877.5","2109.8","5360.7","1361.2",1444.3,38,8,3,0,6,"16.666666666666664",330,20,0,773,47,3920,0.000142857142857143,0.0211079885522355,72,0,0.00193050193050193,0.0140280561122245,0.0207672995685489,54.0139420705891,647.19192595045,55
